,year,semester,week,date,day,time_of_day,start_time,end_time,room_name,class_type,faculty,school,joint,status,degree,enrollment,class_duration,attendance
1184,2017,T2,12,10/18/2017,wed,morning,11:00:00,12:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Marketing,FALSE,Open,Undergraduate,23,1:00:00,21
1185,2017,T2,4,8/18/2017,fri,morning,10:00:00,11:00:00,UNSW Business School 105,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,14,1:00:00,11
1186,2017,T2,12,10/17/2017,tue,afternoon,12:00:00,13:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Marketing,FALSE,Open,Undergraduate,21,1:00:00,21
1187,2017,T2,10,10/3/2017,tue,morning,11:00:00,12:00:00,UNSW Business School 105,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,14,1:00:00,14
1188,2017,T2,12,10/17/2017,tue,morning,9:00:00,10:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1189,2017,T2,11,10/13/2017,fri,morning,11:00:00,12:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1190,2017,T2,13,10/27/2017,fri,morning,9:00:00,10:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,21,1:00:00,21
1191,2017,T2,7,9/8/2017,fri,morning,11:00:00,12:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,20
1192,2017,T2,7,9/7/2017,thu,morning,9:00:00,10:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1193,2017,T2,12,10/20/2017,fri,morning,9:00:00,10:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,21,1:00:00,21
1194,2017,T2,7,9/7/2017,thu,evening,15:00:00,16:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1195,2017,T2,12,10/18/2017,wed,morning,9:00:00,11:00:00,UNSW Business School 105,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,12,2:00:00,11
1196,2017,T2,13,10/24/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Full,Undergraduate,25,1:00:00,4
1197,2017,T2,13,10/24/2017,tue,afternoon,12:00:00,13:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Marketing,FALSE,Open,Undergraduate,21,1:00:00,20
1198,2017,T2,4,8/17/2017,thu,morning,11:00:00,14:00:00,UNSW Business School 105,Lecture,Faculty of Engineering,School of Mech & Manf. Eng,FALSE,Open,Undergraduate,4,3:00:00,4
1199,2017,T2,10,10/3/2017,tue,morning,9:00:00,10:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,18
1200,2017,T2,10,10/4/2017,wed,morning,9:00:00,11:00:00,UNSW Business School 105,Lecture,Faculty of Engineering,School of Civil & Env Eng,FALSE,Open,Undergraduate,12,2:00:00,12
1201,2017,T2,11,10/13/2017,fri,morning,9:00:00,10:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,21,1:00:00,21
1202,2017,T2,7,9/8/2017,fri,afternoon,14:00:00,15:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,22
1203,2017,T2,12,10/16/2017,mon,morning,10:00:00,11:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,19,1:00:00,15
1204,2017,T2,7,9/8/2017,fri,morning,9:00:00,10:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,21,1:00:00,21
1205,2017,T2,11,10/10/2017,tue,afternoon,14:00:00,17:00:00,UNSW Business School 105,Lecture,Faculty of Engineering,School of Mech & Manf. Eng,FALSE,Open,Undergraduate,11,3:00:00,11
1206,2017,T2,8,9/15/2017,fri,morning,10:00:00,11:00:00,UNSW Business School 105,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,14,1:00:00,14
1207,2017,T2,6,8/31/2017,thu,evening,15:00:00,16:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,21
1208,2017,T2,12,10/17/2017,tue,morning,11:00:00,12:00:00,UNSW Business School 105,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,14,1:00:00,11
1209,2017,T2,5,8/21/2017,mon,afternoon,14:00:00,17:00:00,UNSW Business School 105,Lecture,UNSW Business School,School of Economics,FALSE,Open,Postgraduate,8,3:00:00,8
1210,2017,T2,9,9/18/2017,mon,evening,17:00:00,19:00:00,UNSW Business School 105,Lecture,Faculty of Arts&Social Science,School of Education,FALSE,Open,Postgraduate,21,2:00:00,21
1211,2017,T2,12,10/17/2017,tue,morning,10:00:00,11:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Full,Undergraduate,25,1:00:00,20
1212,2017,T2,12,10/17/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Full,Undergraduate,25,1:00:00,19
1213,2017,T2,9,9/18/2017,mon,morning,9:00:00,10:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,19,1:00:00,17
1214,2017,T2,9,9/18/2017,mon,morning,10:00:00,11:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,19,1:00:00,17
1215,2017,T2,12,10/20/2017,fri,morning,10:00:00,11:00:00,UNSW Business School 105,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,14,1:00:00,12
1216,2017,T2,11,10/13/2017,fri,afternoon,14:00:00,15:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1217,2017,T2,7,9/5/2017,tue,morning,11:00:00,12:00:00,UNSW Business School 105,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,14,1:00:00,13
1218,2017,T2,6,8/31/2017,thu,morning,9:00:00,10:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,22
1219,2017,T2,9,9/18/2017,mon,afternoon,14:00:00,17:00:00,UNSW Business School 105,Lecture,UNSW Business School,School of Economics,FALSE,Open,Postgraduate,8,3:00:00,8
1220,2017,T2,6,8/31/2017,thu,morning,10:00:00,11:00:00,UNSW Business School 105,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Full,Undergraduate,25,1:00:00,25
1221,2017,T2,7,9/6/2017,wed,afternoon,14:00:00,17:00:00,UNSW Business School 105,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,FALSE,On Hold,Postgraduate,35,3:00:00,35
1222,2017,T2,2,8/3/2017,thu,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Postgraduate,49,3:00:00,49
1223,2017,T2,9,9/19/2017,tue,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,40,3:00:00,32
1224,2017,T2,1,7/26/2017,wed,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Full,Postgraduate,50,3:00:00,46
1225,2017,T2,8,9/12/2017,tue,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,40,3:00:00,38
1226,2017,T2,5,8/22/2017,tue,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,40,3:00:00,35
1227,2017,T2,5,8/22/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1228,2017,T2,5,8/23/2017,wed,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Full,Postgraduate,50,3:00:00,37
1229,2017,T2,3,8/8/2017,tue,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,40,3:00:00,33
1230,2017,T2,6,9/1/2017,fri,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,44,3:00:00,28
1231,2017,T2,13,10/25/2017,wed,evening,15:00:00,18:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,50,3:00:00,50
1232,2017,T2,2,8/3/2017,thu,night,19:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,FALSE,On Hold,Postgraduate,40,2:00:00,40
1233,2017,T2,6,8/29/2017,tue,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,40,3:00:00,36
1234,2017,T2,6,8/29/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1235,2017,T2,5,8/22/2017,tue,afternoon,14:00:00,17:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,46,3:00:00,46
1236,2017,T2,5,8/24/2017,thu,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Postgraduate,49,3:00:00,49
1237,2017,T2,3,8/8/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1238,2017,T2,2,8/3/2017,thu,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,45,3:00:00,44
1239,2017,T2,3,8/11/2017,fri,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,44,3:00:00,28
1240,2017,T2,12,10/20/2017,fri,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,42,3:00:00,42
1241,2017,T2,4,8/16/2017,wed,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Full,Postgraduate,50,3:00:00,44
1242,2017,T2,6,8/29/2017,tue,night,18:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,41,3:00:00,41
1243,2017,T2,2,7/31/2017,mon,evening,16:00:00,18:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Materials Sci & Eng,FALSE,Open,Undergraduate,22,2:00:00,21
1244,2017,T2,8,9/12/2017,tue,night,18:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,41,3:00:00,40
1245,2017,T2,5,8/22/2017,tue,night,18:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,41,3:00:00,41
1246,2017,T2,3,8/10/2017,thu,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Postgraduate,49,3:00:00,36
1247,2017,T2,6,9/1/2017,fri,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,42,3:00:00,39
1248,2017,T2,3,8/8/2017,tue,night,18:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,41,3:00:00,41
1249,2017,T2,3,8/8/2017,tue,afternoon,14:00:00,17:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,46,3:00:00,44
1250,2017,T2,2,8/3/2017,thu,evening,16:00:00,17:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Marketing,FALSE,Open,Undergraduate,20,1:00:00,20
1251,2017,T2,8,9/13/2017,wed,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Full,Postgraduate,50,3:00:00,50
1252,2017,T2,6,8/29/2017,tue,afternoon,14:00:00,17:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,46,3:00:00,29
1253,2017,T2,9,9/22/2017,fri,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,42,3:00:00,33
1254,2017,T2,12,10/19/2017,thu,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,45,3:00:00,45
1255,2017,T2,3,8/7/2017,mon,evening,16:00:00,18:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Materials Sci & Eng,FALSE,Open,Undergraduate,22,2:00:00,22
1256,2017,T2,3,8/10/2017,thu,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,45,3:00:00,42
1257,2017,T2,9,9/19/2017,tue,afternoon,14:00:00,17:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,46,3:00:00,42
1258,2017,T2,11,10/11/2017,wed,evening,15:00:00,18:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,50,3:00:00,50
1259,2017,T2,11,10/11/2017,wed,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Full,Postgraduate,50,3:00:00,43
1260,2017,T2,5,8/24/2017,thu,night,19:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,FALSE,On Hold,Postgraduate,40,2:00:00,21
1261,2017,T2,9,9/19/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1262,2017,T2,4,8/16/2017,wed,evening,15:00:00,18:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,50,3:00:00,50
1263,2017,T2,4,8/18/2017,fri,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,42,3:00:00,42
1264,2017,T2,8,9/13/2017,wed,evening,15:00:00,18:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,50,3:00:00,39
1265,2017,T2,11,10/9/2017,mon,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,17,3:00:00,17
1266,2017,T2,4,8/15/2017,tue,afternoon,14:00:00,17:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,46,3:00:00,44
1267,2017,T2,2,7/31/2017,mon,afternoon,12:00:00,13:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,26,1:00:00,21
1268,2017,T2,8,9/11/2017,mon,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,17,3:00:00,17
1269,2017,T2,8,9/12/2017,tue,afternoon,14:00:00,17:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,46,3:00:00,46
1270,2017,T2,11,10/11/2017,wed,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Undergraduate,35,3:00:00,30
1271,2017,T2,8,9/12/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1272,2017,T2,5,8/23/2017,wed,evening,15:00:00,18:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,50,3:00:00,50
1273,2017,T2,12,10/17/2017,tue,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,40,3:00:00,40
1274,2017,T2,12,10/17/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1275,2017,T2,4,8/18/2017,fri,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,44,3:00:00,44
1276,2017,T2,3,8/11/2017,fri,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,42,3:00:00,42
1277,2017,T2,8,9/11/2017,mon,evening,16:00:00,18:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Materials Sci & Eng,FALSE,Open,Undergraduate,22,2:00:00,19
1278,2017,T2,12,10/20/2017,fri,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,44,3:00:00,37
1279,2017,T2,10,10/5/2017,thu,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Postgraduate,49,3:00:00,41
1280,2017,T2,9,9/21/2017,thu,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Postgraduate,49,3:00:00,41
1281,2017,T2,4,8/15/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,24
1282,2017,T2,1,7/26/2017,wed,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Undergraduate,35,3:00:00,31
1283,2017,T2,6,8/31/2017,thu,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Postgraduate,49,3:00:00,33
1284,2017,T2,4,8/14/2017,mon,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,17,3:00:00,17
1285,2017,T2,12,10/19/2017,thu,night,19:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,FALSE,On Hold,Postgraduate,40,2:00:00,28
1286,2017,T2,8,9/11/2017,mon,afternoon,13:00:00,15:00:00,UNSW Business School 115,Lecture,Faculty of Arts&Social Science,School Humanities & Languages,FALSE,Open,Undergraduate,33,2:00:00,24
1287,2017,T2,7,9/7/2017,thu,evening,16:00:00,17:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Marketing,FALSE,Open,Undergraduate,20,1:00:00,20
1288,2017,T2,7,9/6/2017,wed,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Full,Postgraduate,50,3:00:00,9
1289,2017,T2,4,8/16/2017,wed,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Undergraduate,35,3:00:00,35
1290,2017,T2,2,7/31/2017,mon,afternoon,13:00:00,15:00:00,UNSW Business School 115,Lecture,Faculty of Arts&Social Science,School Humanities & Languages,FALSE,Open,Undergraduate,33,2:00:00,33
1291,2017,T2,2,7/31/2017,mon,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,17,3:00:00,16
1292,2017,T2,9,9/22/2017,fri,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,44,3:00:00,39
1293,2017,T2,12,10/19/2017,thu,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Postgraduate,49,3:00:00,33
1294,2017,T2,3,8/7/2017,mon,afternoon,12:00:00,13:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,26,1:00:00,17
1295,2017,T2,13,10/23/2017,mon,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,17,3:00:00,17
1296,2017,T2,6,8/30/2017,wed,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Full,Postgraduate,50,3:00:00,35
1297,2017,T2,2,8/2/2017,wed,evening,15:00:00,18:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,50,3:00:00,50
1298,2017,T2,7,9/7/2017,thu,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,45,3:00:00,38
1299,2017,T2,11,10/12/2017,thu,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,45,3:00:00,40
1300,2017,T2,5,8/24/2017,thu,evening,16:00:00,17:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Marketing,FALSE,Open,Undergraduate,20,1:00:00,20
1301,2017,T2,7,9/7/2017,thu,night,19:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,FALSE,On Hold,Postgraduate,40,2:00:00,34
1302,2017,T2,8,9/13/2017,wed,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Undergraduate,35,3:00:00,29
1303,2017,T2,6,8/28/2017,mon,afternoon,12:00:00,13:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,26,1:00:00,14
1304,2017,T2,11,10/9/2017,mon,afternoon,13:00:00,15:00:00,UNSW Business School 115,Lecture,Faculty of Arts&Social Science,School Humanities & Languages,FALSE,Open,Undergraduate,33,2:00:00,30
1305,2017,T2,5,8/25/2017,fri,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,42,3:00:00,42
1306,2017,T2,4,8/15/2017,tue,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,40,3:00:00,40
1307,2017,T2,10,10/5/2017,thu,evening,16:00:00,17:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Marketing,FALSE,Open,Undergraduate,20,1:00:00,20
1308,2017,T2,1,7/26/2017,wed,evening,15:00:00,18:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,50,3:00:00,50
1309,2017,T2,9,9/19/2017,tue,night,18:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,41,3:00:00,31
1310,2017,T2,12,10/17/2017,tue,afternoon,14:00:00,17:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,46,3:00:00,42
1311,2017,T2,4,8/14/2017,mon,afternoon,13:00:00,15:00:00,UNSW Business School 115,Lecture,Faculty of Arts&Social Science,School Humanities & Languages,FALSE,Open,Undergraduate,33,2:00:00,33
1312,2017,T2,7,9/7/2017,thu,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Open,Postgraduate,49,3:00:00,46
1313,2017,T2,2,8/2/2017,wed,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Banking & Finance,FALSE,Full,Postgraduate,50,3:00:00,50
1314,2017,T2,8,9/11/2017,mon,afternoon,12:00:00,13:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,26,1:00:00,16
1315,2017,T2,6,8/28/2017,mon,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,17,3:00:00,17
1316,2017,T2,11,10/10/2017,tue,evening,17:00:00,18:00:00,UNSW Business School 115,Tutorial,UNSW Business School,School of Banking & Finance,FALSE,Open,Undergraduate,24,1:00:00,23
1317,2017,T2,11,10/9/2017,mon,afternoon,12:00:00,13:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,26,1:00:00,8
1318,2017,T2,11,10/9/2017,mon,afternoon,12:00:00,13:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,26,1:00:00,8
1319,2017,T2,6,8/30/2017,wed,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Undergraduate,35,3:00:00,32
1320,2017,T2,6,8/31/2017,thu,night,19:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,Sch Info Sys and Tech Mgmt,FALSE,On Hold,Postgraduate,40,2:00:00,34
1321,2017,T2,5,8/25/2017,fri,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,44,3:00:00,40
1322,2017,T2,2,8/4/2017,fri,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,44,3:00:00,30
1323,2017,T2,11,10/13/2017,fri,afternoon,12:00:00,15:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,44,3:00:00,44
1324,2017,T2,4,8/14/2017,mon,afternoon,12:00:00,13:00:00,UNSW Business School 115,Lecture,Faculty of Science,School of Chemistry,FALSE,Open,Undergraduate,26,1:00:00,15
1325,2017,T2,12,10/17/2017,tue,night,18:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,41,3:00:00,41
1326,2017,T2,2,8/2/2017,wed,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Undergraduate,35,3:00:00,35
1327,2017,T2,12,10/16/2017,mon,afternoon,13:00:00,15:00:00,UNSW Business School 115,Lecture,Faculty of Arts&Social Science,School Humanities & Languages,FALSE,Open,Undergraduate,33,2:00:00,23
1328,2017,T2,9,9/20/2017,wed,evening,15:00:00,18:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Full,Postgraduate,50,3:00:00,45
1329,2017,T2,6,8/28/2017,mon,afternoon,13:00:00,15:00:00,UNSW Business School 115,Lecture,Faculty of Arts&Social Science,School Humanities & Languages,FALSE,Open,Undergraduate,33,2:00:00,19
1330,2017,T2,11,10/10/2017,tue,morning,9:00:00,12:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,40,3:00:00,37
1331,2017,T2,4,8/15/2017,tue,night,18:00:00,21:00:00,UNSW Business School 115,Lecture,UNSW Business School,School of Accounting,FALSE,Open,Postgraduate,41,3:00:00,41
